推: 9,噓: 2,分數: 7,作者: Hsins (迅雷不及掩耳盜鈴),標題: [問卦] 燒香燒了兩短一長？,時間: Sun Jul  3 00:24:23 2022
推: 11,噓: 0,分數: 11,作者: Tosca ( ),標題: [問卦] 紅白機Top Gun有人成功降落航母過嗎?????,時間: Sun Jul  3 10:51:36 2022
推: 2,噓: 4,分數: -2,作者: ashow (修~(￣▽￣)~(＿△＿)~),標題: [問卦] 讀進化論 我贊成達爾文?,時間: Sun Jul  3 00:25:57 2022
推: 10,噓: 14,分數: -4,作者: realtw (realtw良心說 不比臺灣女),標題: [問卦] 崔健是臺灣金曲獎強行幫他報名嗎？,時間: Sun Jul  3 09:40:45 2022
推: 5,噓: 0,分數: 5,作者: rdu20159 (RDU),標題: [問卦] 鴿子的國旗,時間: Sun Jul  3 10:49:50 2022
推: 7,噓: 0,分數: 7,作者: kotori0723 (百發get),標題: [問卦] 中國颱風天還出工程船蓋風電,時間: Sun Jul  3 07:45:06 2022
推: 0,噓: 0,分數: 0,作者: ptt987654321 (大谷躺平),標題: Re: [問卦] 直腸科醫師怎沒衛教宣導別肛交傷害肛門？,時間: Sun Jul  3 11:44:11 2022
推: 11,噓: 5,分數: 6,作者: oz5566 (阿萊克修斯),標題: [問卦] 假如重機可以上國道 但是要簽生死狀,時間: Sun Jul  3 10:32:05 2022
推: 11,噓: 1,分數: 10,作者: s910 (s910),標題: [問卦] Acut跟教父誰才是牛排界王者?,時間: Sat Jul  2 23:51:29 2022
推: 1,噓: 0,分數: 1,作者: Sevorlaga (【斯佛拉加】。),標題: Re: [問卦] 現在的新歌手誰有實力可以辦萬人演唱會？,時間: Sun Jul  3 08:55:10 2022
推: 13,噓: 0,分數: 13,作者: ZengMaktub (YOYOMAK),標題: [問卦] 只有周杰倫能超越統獨議題？,時間: Sun Jul  3 08:42:50 2022
推: 11,噓: 8,分數: 3,作者: fcugeo (fcugeo1746),標題: [新聞] 黃連煜奪金曲評審團獎 高喊「所有人都是,時間: Sat Jul  2 23:56:02 2022
推: 1,噓: 3,分數: -2,作者: op840906 (LOVEISFOURLETTERSWORS),標題: [問卦] 房價跌了，可是你在社會的PR不變，買得,時間: Sun Jul  3 10:36:18 2022
推: 2,噓: 0,分數: 2,作者: T3T (G.S.M.W),標題: Re: [問卦] DCARD為什麼一直在黑國動阿,時間: Sun Jul  3 08:58:31 2022
推: 5,噓: 2,分數: 3,作者: dinhan (ChuChu),標題: [問卦] 為什麼台南一堆店家都沒有冷氣,時間: Sat Jul  2 23:15:09 2022
推: 84,噓: 58,分數: 26,作者: jeipurple (Ariel),標題: [新聞] 年輕人轉向了？蔡英文最新民調嚇死人 網,時間: Sun Jul  3 08:11:55 2022
推: 2,噓: 3,分數: -1,作者: Rasin (雷森),標題: [問卦] 為什麼昆蟲那麼聰明?,時間: Sun Jul  3 06:39:12 2022
推: 3,噓: 0,分數: 3,作者: hoyumi (正版型男...無誤!!!),標題: [問卦] 五燈獎闖關成功的人唱歌有多強？,時間: Sun Jul  3 10:02:30 2022
推: 4,噓: 2,分數: 2,作者: KhePri (史密提威威),標題: [問卦] 欸！你們有吃過筍豆嗎？,時間: Sun Jul  3 00:16:05 2022
推: 29,噓: 10,分數: 19,作者: nightwinded (Night Wind),標題: [問卦] 把藍牙打成藍芽都哪種人？,時間: Sun Jul  3 10:29:34 2022
推: 10,噓: 0,分數: 10,作者: com2 (),標題: Re: [新聞] PTT有人對烏俄戰爭抱持投降主義 綠委要求,時間: Sun Jul  3 11:28:58 2022
推: 4,噓: 7,分數: -3,作者: abc1204 (         ),標題: [新聞] 出國人數飆3倍！入境放寬4萬人最快本週,時間: Sun Jul  3 11:39:44 2022
推: 24,噓: 7,分數: 17,作者: lovea (lovea),標題: [新聞] 1歲女嬰高燒送醫遇塞車　桃園警鳴笛開道4,時間: Sun Jul  3 10:48:10 2022
推: 7,噓: 0,分數: 7,作者: howard24 (中信兄弟強攻強攻),標題: [問卦] 茄子蛋怎麼唱出89歌的?,時間: Sun Jul  3 00:02:46 2022
推: 27,噓: 3,分數: 24,作者: nyabinghi (Nyabinghi),標題: [問卦] 誰投擲手榴彈能贏打棒球的？,時間: Sun Jul  3 10:53:00 2022
推: 3,噓: 0,分數: 3,作者: saobox (刀劍神域盒盒),標題: [問卦] 我朋友想偷博物館的大鑽石 有可能成功嗎?,時間: Sat Jul  2 23:15:05 2022
推: 3,噓: 3,分數: 0,作者: david3809 (霜月薰),標題: [問卦] 周杰倫根本是鬼吧？,時間: Sat Jul  2 23:31:40 2022
推: 2,噓: 0,分數: 2,作者: godbar (乳不巨何以聚人心),標題: Re: [問卦] 台灣人怎不敢讓小學生自己上學回家,時間: Sun Jul  3 10:03:04 2022
推: 9,噓: 6,分數: 3,作者: Supasizeit (更大更快更有力),標題: [問卦] iTunes 排行榜是不是最準,時間: Sun Jul  3 01:08:34 2022
推: 3,噓: 0,分數: 3,作者: a22028504 (王),標題: [問卦] 如何增加社會經濟底層的消費能力呢?,時間: Sun Jul  3 10:55:29 2022
推: 3,噓: 2,分數: 1,作者: bluebagel (果果:)),標題: [問卦] 立榮根本狂勝華信？,時間: Sat Jul  2 23:54:02 2022
推: 3,噓: 0,分數: 3,作者: twmadrid (chrissy我老婆),標題: Re: [問卦] 金馬 金曲什麼時候變成小眾 取暖的典禮?,時間: Sun Jul  3 10:05:02 2022
推: 38,噓: 15,分數: 23,作者: kanjiya (貓豬豬),標題: [問卦] 台灣人怎不敢讓小學生自己上學回家,時間: Sun Jul  3 09:06:12 2022
推: 3,噓: 0,分數: 3,作者: ms0286415 (叫我網路作家就好),標題: [問卦] 有推荐不刺激不過敏的洗面乳嗎??,時間: Sun Jul  3 00:42:22 2022
推: 155,噓: 25,分數: 130,作者: DarkHolbach (垃圾),標題: Re: [問卦] 澤倫斯基從哪一步做錯了？,時間: Sat Jul  2 23:19:37 2022
推: 1,噓: 0,分數: 1,作者: kenq5566 (肯Q),標題: [問卦] 看金曲獎的人跟看原神2.8前瞻的人誰多,時間: Sun Jul  3 10:56:01 2022
推: 5,噓: 2,分數: 3,作者: cyh2210 (有完沒完?),標題: [問卦] 請問為何我ig很多韓國妹子帥哥？,時間: Sun Jul  3 09:44:20 2022
推: 2,噓: 1,分數: 1,作者: onepunchgg (GurA守護者),標題: [問卦] 把圖畫成這樣神得到原帳號嗎,時間: Sun Jul  3 09:57:17 2022
推: 0,噓: 0,分數: 0,作者: ppp123 (3p哥),標題: [問卦] 單車併排聊天不怕被撞喔？,時間: Sun Jul  3 08:14:41 2022
推: 13,噓: 4,分數: 9,作者: Scathach (沙花叉クロヱの旦那様),標題: [問卦] 喉嚨感覺快斷ㄌ= =,時間: Sun Jul  3 11:41:32 2022
推: 10,噓: 0,分數: 10,作者: sushi11 (偶像可以亂摸嗎peko),標題: [問卦] 有人知道阿Q臭臭鍋怎麼消失的嗎？,時間: Sat Jul  2 23:52:17 2022
推: 74,噓: 29,分數: 45,作者: ICEN (冰),標題: [問卦] 珂拉琪是不是台灣YOASOBI,時間: Sun Jul  3 02:12:50 2022
推: 1,噓: 2,分數: -1,作者: G2S (越接近夕陽影子越長),標題: [問卦] 比悲傷更悲傷的事裡牙醫是最悲傷的角色嗎,時間: Sun Jul  3 01:25:21 2022
推: 60,噓: 3,分數: 57,作者: jp6vu04boy (客家肥肥),標題: [問卦] 怎麼很多人認為「亂開車=技術好」？,時間: Sun Jul  3 07:29:03 2022
推: 3,噓: 30,分數: -27,作者: Tiara5566 (霸凌天團),標題: [新聞] 蔡阿嘎曝光「二伯」綽號由來！網驚：不是,時間: Sat Jul  2 23:58:00 2022
推: 6,噓: 1,分數: 5,作者: a0a000000000 (...),標題: Re: [問卦] 年輕人想在九州買房的八卦,時間: Sun Jul  3 09:36:04 2022
推: 1,噓: 1,分數: 0,作者: metallican (鋼鐵人),標題: [問卦] 木曜怎麼大多都在吃東西,時間: Sun Jul  3 10:46:54 2022
推: 14,噓: 4,分數: 10,作者: wantorgasm (午後的相遇),標題: [問卦] 現在獨立樂團反而變成主流了吧,時間: Sun Jul  3 09:26:19 2022
推: 48,噓: 3,分數: 45,作者: Ayanami5566 (綾波五六),標題: [問卦] 不經思考 第一個想到的非洲人是誰??,時間: Sat Jul  2 23:23:34 2022
推: 7,噓: 2,分數: 5,作者: maggie024 (莫莉),標題: [問卦]  大牛主持是不是自己撐不住,時間: Sun Jul  3 11:30:42 2022
推: 3,噓: 0,分數: 3,作者: CahoForever (Forever),標題: [問卦] 大家能用剪指甲的刀，拿來剪頭髮嗎???,時間: Sun Jul  3 03:39:03 2022
推: 6,噓: 1,分數: 5,作者: IMBA5566 (許孟哲),標題: [問卦] Elva蕭亞軒的鼻子怎麼了？,時間: Sat Jul  2 23:18:12 2022
推: 3,噓: 0,分數: 3,作者: Savior09 (Sakana Mazui),標題: Re: [問卦] 最近工作是不是會很難找,時間: Sat Jul  2 23:28:23 2022
推: 11,噓: 2,分數: 9,作者: TPDC ()(),標題: [新聞] 大一新生人數 首度超過高中應屆生,時間: Sun Jul  3 11:16:54 2022
推: 104,噓: 12,分數: 92,作者: zakijudelo (Zack),標題: [新聞] 「民進黨靠假新聞騙人民！」　她揪3件事,時間: Sat Jul  2 23:49:12 2022
推: 5,噓: 2,分數: 3,作者: flyuhigh (第壹參壹貳屆臺大最速男),標題: [問卦] 欸！等等考日檢但突然想大便啦,時間: Sun Jul  3 11:53:17 2022
推: 3,噓: 0,分數: 3,作者: nissan168 (pingGO),標題: [問卦] 孔孟如果選制度會選美國的制度嗎？,時間: Sun Jul  3 00:43:34 2022
推: 8,噓: 8,分數: 0,作者: sdtgfsrt (カヴァスⅡ世),標題: [問卦] 警察怎麼不把那些國道重機槍斃？,時間: Sun Jul  3 11:10:23 2022
推: 60,噓: 191,分數: -131,作者: sincere77 (台灣會更好),標題: [新聞] PTT有人對烏俄戰爭抱持投降主義 綠委要求,時間: Sun Jul  3 10:49:42 2022
推: 7,噓: 1,分數: 6,作者: voohong (SE Asia Fat Nerd),標題: [問卦] 為什麼都沒發明自動運動機？,時間: Sun Jul  3 09:10:24 2022
推: 11,噓: 0,分數: 11,作者: dennistao (不住心齋橋的心齋橋哥),標題: [問卦] 其實PS5是被遊戲店家自己炒壞的吧?,時間: Sun Jul  3 10:50:48 2022
推: 28,噓: 5,分數: 23,作者: micheal59 (Pohan),標題: [新聞]  羅時豐送小孩棒棒糖「給你沒戴套的」!開,時間: Sun Jul  3 00:19:50 2022
推: 7,噓: 17,分數: -10,作者: thelittleone (うそつき),標題: [新聞] 陸外交部嗆北約：不會任由別人把亞太搞亂,時間: Sun Jul  3 10:28:20 2022
推: 12,噓: 3,分數: 9,作者: epiphyte (晴),標題: [問卦] 廣仲的髮量是不是讓眾多男性羨慕,時間: Sun Jul  3 00:42:37 2022
推: 0,噓: 0,分數: 0,作者: yokann ( ),標題: [問卦] 蝦皮白金蝦還有啥用？,時間: Sun Jul  3 11:49:13 2022
推: 2,噓: 0,分數: 2,作者: Qorqios (塔の魔女⊕﹏⊕‼),標題: [問卦] 可以去蔡老闆面前拍桌嗎？,時間: Sun Jul  3 00:14:10 2022
推: 0,噓: 0,分數: 0,作者: jimmy880921 (張開腿說不),標題: [問卦] 有沒有可以強化通知的app啊,時間: Sat Jul  2 23:46:15 2022
推: 10,噓: 2,分數: 8,作者: YU0121 (愛玉冰™),標題: Re: [新聞] 一堆人抱怨房價高！王浩宇嗆：台灣買不起,時間: Sun Jul  3 01:01:29 2022
推: 4,噓: 0,分數: 4,作者: ltyintw (菈米雅嘶嘶),標題: Re: [問卦] 許茹芸 以前很紅嗎? 怎麼沒人討論?,時間: Sun Jul  3 07:37:26 2022
推: 6,噓: 5,分數: 1,作者: fack3170 (法克),標題: [問卦] 金曲獎最多的男人？,時間: Sun Jul  3 01:41:16 2022
推: 233,噓: 1,分數: 232,作者: Nigger5566 (尼哥56),標題: Re: [新聞] 2幼鳥遭工人抓走 鳳頭蒼鷹親鳥傷心徘徊枝,時間: Sun Jul  3 00:52:03 2022
